1751930726.5240633,74.947,50
1751930726.6241734,74.947,50
1751930726.7242625,73.915,50
1751930726.824365,74.095,50
1751930726.92447,74.311,50
1751930727.024573,74.068,50
1751930727.124676,74.046,50
1751930727.224777,74.098,50
1751930727.324879,74.138,50
1751930727.4249809,74.289,50
1751930727.5250614,73.81,50
1751930727.625141,73.506,50
1751930727.725246,74.299,50
1751930727.8253508,73.904,50
1751930727.9254565,74.204,50
1751930728.0255585,73.787,50
1751930728.1256618,74.313,50
1751930728.225745,73.792,50
1751930728.3258297,73.86,50
1751930728.425913,73.549,50
1751930728.5259957,73.819,50
1751930728.626099,73.738,50
1751930728.7261853,73.501,50
1751930728.8262734,74.006,50
1751930728.9263768,73.501,50
1751930729.0264807,73.786,50
1751930729.1265843,73.404,50
1751930729.2266717,73.689,50
1751930729.3267572,73.309,50
1751930729.4268358,73.424,50
1751930729.5269194,73.473,50
1751930729.6269991,73.544,50
1751930729.7270782,73.495,50
1751930729.8271823,73.571,50
1751930729.9272685,73.185,50
1751930730.0273724,73.501,50
1751930730.1274774,73.426,50
1751930730.2275815,73.308,50
1751930730.327684,73.327,50
1751930730.4277873,73.258,50
1751930730.5278904,73.468,50
1751930730.627992,73.424,49
1751930730.7280724,73.156,49
1751930730.8281517,72.793,49
1751930730.9282568,73.252,49
1751930731.028363,73.289,49
1751930731.1284437,72.931,49
1751930731.2285178,73.23,49
1751930731.3285947,73.302,49
1751930731.4286635,400.729,53
1751930731.5287294,293.014,54
1751930731.6287942,294.435,54
1751930731.7288725,295.349,54
1751930731.8289444,295.349,52
1751930731.9290204,192.459,52
1751930732.0290966,215.917,52
1751930732.1291745,223.066,52
1751930732.2292516,217.548,52
1751930732.3293269,216.503,52
1751930732.4294033,220.55,52
1751930732.5294378,229.545,52
1751930732.629514,222.066,52
1751930732.729588,231.8,52
1751930732.8296623,225.147,53
1751930732.9297364,226.293,53
1751930733.0298111,235.93,52
1751930733.1298852,234.235,52
1751930733.2299592,223.752,53
1751930733.3300328,231.329,53
1751930733.430104,237.441,53
1751930733.5301797,240.997,53
1751930733.630254,243.661,53
1751930733.7303288,235.469,53
1751930733.8304038,235.424,53
1751930733.930482,225.022,53
1751930734.030559,232.502,53
1751930734.130634,256.595,53
1751930734.23071,246.475,53
1751930734.330785,251.394,53
1751930734.4308603,248.99,53
1751930734.530936,248.112,53
1751930734.6310103,246.942,53
1751930734.7310846,224.475,53
1751930734.8311574,226.705,53
1751930734.9312308,252.471,53
1751930735.0313058,250.176,53
1751930735.1313825,241.399,53
1751930735.2314594,227.816,53
1751930735.3315346,224.523,53
1751930735.431611,237.408,53
1751930735.5316865,270.613,54
1751930735.6317625,264.002,54
1751930735.7318408,261.329,54
1751930735.8319168,241.885,54
1751930735.931992,227.419,54
1751930736.0320692,266.5,54
1751930736.1321445,262.366,54
1751930736.2322242,250.15,54
1751930736.3322995,227.76,54
1751930736.4323716,271.916,54
1751930736.532445,255.797,54
1751930736.6325214,248.55,54
1751930736.7325969,267.416,54
1751930736.8326745,243.281,54
1751930736.932753,271.076,54
1751930737.03283,260.442,54
1751930737.1329062,236.886,54
1751930737.2329798,269.119,54
1751930737.333056,241.832,54
1751930737.4331331,264.479,54
1751930737.533209,249.343,54
1751930737.6332843,260.84,54
1751930737.733362,282.33,54
1751930737.8334398,244.496,54
1751930737.9335139,272.404,54
1751930738.0335865,280.508,54
1751930738.1336708,240.276,54
1751930738.2337441,267.293,54
1751930738.3338182,282.053,54
1751930738.4338937,242.525,54
1751930738.5339704,245.833,54
1751930738.6340468,264.889,54
1751930738.734123,280.605,54
1751930738.834197,285.482,55
1751930738.934274,261.999,54
1751930739.0343478,236.7,55
1751930739.134423,247.697,55
1751930739.2344992,254.445,54
1751930739.334574,263.162,55
1751930739.4346442,268.317,55
1751930739.5347092,359.071,56
1751930739.6347742,289.837,56
1751930739.7348402,302.351,56
1751930739.8349159,295.547,54
1751930739.9349935,180.478,54
1751930740.0350702,199.854,54
1751930740.1351464,223.522,54
1751930740.235221,220.731,54
1751930740.335298,221.701,54
1751930740.4353755,220.525,54
1751930740.5354521,227.191,54
1751930740.6355288,228.944,54
1751930740.7356076,229.504,54
1751930740.8356857,228.527,54
1751930740.9357617,213.205,54
1751930741.0358367,224.376,54
1751930741.135912,240.616,54
1751930741.2359858,239.381,54
1751930741.3360634,238.707,54
1751930741.4361408,235.347,54
1751930741.5362182,241.544,54
1751930741.636294,227.899,53
1751930741.7363703,106.005,52
1751930741.8364432,76.098,52
1751930741.936522,75.507,51
1751930742.0365958,75.564,51
1751930742.1366687,75.505,51
1751930742.2367454,74.756,51
1751930742.3368216,75.006,53
1751930742.436898,239.954,54
1751930742.5369763,227.853,54
1751930742.637053,226.383,54
1751930742.7371264,223.077,54
1751930742.8371994,212.682,54
1751930742.9372756,246.069,54
1751930743.037353,240.22,54
1751930743.1374366,241.251,54
1751930743.2375102,236.543,54
1751930743.3375857,257.956,54
1751930743.4376607,260.785,54
1751930743.5377357,239.373,55
1751930743.637811,251.211,54
1751930743.7378883,231.7,54
1751930743.837963,222.928,54
1751930743.9380374,260.866,54
1751930744.0381136,267.382,55
1751930744.1381903,260.665,55
1751930744.238265,260.982,55
1751930744.3383403,248.039,55
1751930744.438418,240.861,55
1751930744.5384958,234.346,55
1751930744.6385722,241.284,55
1751930744.738649,277.291,55
1751930744.8387253,274.413,55
1751930744.9388025,258.08,55
1751930745.038878,236.473,55
1751930745.138954,256.606,55
1751930745.2390306,276.456,55
1751930745.339107,262.978,55
1751930745.4391842,242.111,55
1751930745.5392606,276.343,55
1751930745.6393354,249.669,55
1751930745.7394109,270.179,55
1751930745.8394845,272.196,55
1751930745.9395568,236.434,55
1751930746.0396338,281.059,55
1751930746.1397107,245.218,55
1751930746.2397876,282.003,55
1751930746.3398635,237.748,55
1751930746.4399385,275.451,55
1751930746.5400138,252.407,55
1751930746.640091,263.399,55
1751930746.7401688,288.477,55
1751930746.8402433,243.456,56
1751930746.94032,269.512,55
1751930747.0403965,285.16,55
1751930747.140471,243.564,55
1751930747.240546,246.075,55
1751930747.34062,262.164,55
1751930747.440696,276.685,56
1751930747.540781,269.875,55
1751930747.6408565,273.734,56
1751930747.7409337,283.165,56
1751930747.8410103,294.551,56
