1751937093.1193686,51.279,42
1751937093.2195027,51.279,42
1751937093.319633,50.773,42
1751937093.419764,50.884,42
1751937093.5198894,50.897,42
1751937093.6200178,50.87,42
1751937093.7201252,50.977,42
1751937093.8201995,51.058,42
1751937093.9202685,50.784,42
1751937094.0203965,50.795,42
1751937094.12052,50.889,42
1751937094.2206483,50.872,42
1751937094.320778,50.879,42
1751937094.4209037,50.779,42
1751937094.5209813,50.976,42
1751937094.6210587,50.661,42
1751937094.7211292,50.864,42
1751937094.821198,50.966,42
1751937094.9213433,50.869,42
1751937095.0214756,50.676,41
1751937095.1216068,51.173,41
1751937095.2217352,50.857,41
1751937095.3218658,50.795,41
1751937095.4219935,50.663,41
1751937095.5221221,50.773,41
1751937095.6221926,50.678,41
1751937095.7222638,50.481,41
1751937095.8223972,51.086,41
1751937095.9225304,50.682,41
1751937096.0226603,50.849,41
1751937096.1227915,50.663,41
1751937096.2229211,50.588,41
1751937096.32305,50.385,41
1751937096.4231787,50.69,41
1751937096.5232477,50.972,41
1751937096.623376,50.58,41
1751937096.723501,50.578,41
1751937096.8236327,50.782,41
1751937096.923756,50.577,41
1751937097.0238886,50.275,41
1751937097.1240191,50.468,41
1751937097.2241201,50.809,41
1751937097.3241894,50.39,41
1751937097.428923,50.678,41
1751937097.5289986,50.469,41
1751937097.6290684,50.386,41
1751937097.7291396,50.684,41
1751937097.8292675,50.275,41
1751937097.9293447,50.6,41
1751937098.0294747,50.696,41
1751937098.1296043,50.793,41
1751937098.2297342,50.573,41
1751937098.3298628,50.177,41
1751937098.4299765,50.573,41
1751937098.53005,50.529,41
1751937098.6301203,50.04,41
1751937098.7302601,50.222,41
1751937098.8303885,50.468,40
1751937098.930517,50.562,40
1751937099.030645,50.397,40
1751937099.1307743,49.566,40
1751937099.2308998,50.389,40
1751937099.3310237,50.664,40
1751937099.4311476,50.57,40
1751937099.531219,49.874,40
1751937099.6313572,50.671,40
1751937099.7314823,50.119,40
1751937099.8316076,49.913,40
1751937099.9317305,50.382,40
1751937100.0318584,50.764,40
1751937100.1319823,49.76,40
1751937100.2321231,49.98,40
1751937100.332199,50.174,40
1751937100.4322593,50.071,40
1751937100.5323184,50.066,40
1751937100.632377,50.068,40
1751937100.7324314,256.31,43
1751937100.8324857,257.704,45
1751937100.9325402,264.583,45
1751937101.0325942,264.106,45
1751937101.1326482,257.986,46
1751937101.2327023,258.379,46
1751937101.3327563,255.899,46
1751937101.4328098,267.693,46
1751937101.5328643,264.928,46
