num_in_tokens,num_out_tokens,first_token_time,elapsed_time
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,2.709,10.812
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,11.197,19.964
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,20.349,28.478
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
133,512,28.863,36.998
