model,task,start_time,window_name,elapsed_time,gpu0_energy,num_in_tokens,num_out_tokens,first_token_time,finished_time,mns,max_tokens,n_samples,energy_per_token,time_per_token_ms,token_per_second,decode_token_per_second,decode_time_per_token_ms,PD_ratio
CodeLlama-34b-Instruct-AWQ,humaneval,1751915111.8371887,batch_0_mns128_max-toks512_n128,49.271666526794434,14410.758000016212,17024,65536,7.057199001312256,49.27110552787781,128,512,128,0.21989071655298176,0.7518174061260652,1330.0950550223597,1549.4214148388196,0.6454022065417407,3.8496240601503757
CodeLlama-34b-Instruct-AWQ,humaneval,1751915170.166118,batch_0_mns64_max-toks512_n128,54.050940990448,15784.724999964235,17024,65536,3.7129390239715576,54.05049395561218,64,512,128,0.2408557891840246,0.8247450859926175,1212.485829091887,1402.8506531059713,0.7128342548695096,3.8496240601503757
CodeLlama-34b-Instruct-AWQ,humaneval,1751915233.4893832,batch_0_mns32_max-toks512_n128,67.19272375106812,19743.18799996376,17024,65536,1.8794102668762207,67.19247436523438,32,512,128,0.3012571411127283,1.02527579292655,975.3437030294255,1096.0688625575349,0.9123514353529114,3.8496240601503757
CodeLlama-34b-Instruct-AWQ,humaneval,1751915309.5782237,batch_0_mns16_max-toks512_n128,98.46486139297484,29259.925999999046,17024,65536,0.9849393367767334,98.46452450752258,16,512,128,0.4464710388183448,1.5024494095996488,665.5775377415581,722.0593880102095,1.3849276342154013,3.8496240601503757
CodeLlama-34b-Instruct-AWQ,humaneval,1751915417.20912,batch_0_mns8_max-toks512_n128,175.23397493362427,52161.99299997091,17024,65536,0.5098915100097656,175.2336368560791,8,512,128,0.7959288482661577,2.6738531014416367,373.99140220852695,391.48718684000914,2.554362016473031,3.8496240601503757
CodeLlama-34b-Instruct-AWQ,humaneval,1751915601.222965,batch_0_mns1_max-toks512_n128,1244.9065968990326,371269.6209999919,17024,65536,0.1686162948608398,1244.9061453342438,1,512,128,5.665124832153197,18.995760274265194,52.643306865948965,53.46745052308881,18.702967697481117,3.8496240601503757
CodeLlama-34b-Instruct-AWQ,humaneval,1751916855.1204295,batch_0_mns128_max-toks256_n128,27.514838695526123,8020.825000047684,17024,32768,7.208815574645996,27.51431655883789,128,256,128,0.24477615356590832,0.8396703051403165,1190.9210285622366,1607.4048476009655,0.6221208063995136,1.9248120300751879
CodeLlama-34b-Instruct-AWQ,humaneval,1751916891.56183,batch_0_mns64_max-toks256_n128,29.22077965736389,8563.907000005245,17024,32768,3.766333103179932,29.22036814689636,64,256,128,0.26134970092789445,0.8917348677641711,1121.3937610231485,1504.9718397009292,0.6644642601410548,1.9248120300751879
CodeLlama-34b-Instruct-AWQ,humaneval,1751916929.4561186,batch_0_mns32_max-toks256_n128,35.570383071899414,10538.24699997902,17024,32768,1.912583351135254,35.570027112960815,32,256,128,0.3216017761224066,1.0855110813281499,921.2158309840274,1169.0523616138025,0.8553936785342646,1.9248120300751879
CodeLlama-34b-Instruct-AWQ,humaneval,1751916973.9317672,batch_0_mns16_max-toks256_n128,51.67963433265686,15250.676999986172,17024,32768,1.4134304523468018,51.67928099632263,16,256,128,0.4654137268062186,1.5771264952491038,634.060213914741,808.4773063547517,1.2368930978517907,1.9248120300751879
CodeLlama-34b-Instruct-AWQ,humaneval,1751917034.589141,batch_0_mns8_max-toks256_n128,89.22094392776489,26500.83899998665,17024,32768,0.5073738098144531,89.22060704231262,8,256,128,0.8087414245601394,2.7227968457737006,367.26802651325505,402.45138777208774,2.4847721498386535,1.9248120300751879
CodeLlama-34b-Instruct-AWQ,humaneval,1751917132.5184336,batch_0_mns1_max-toks256_n128,618.5800249576569,184374.5710000396,17024,32768,0.2065465450286865,618.5796151161194,1,256,128,5.626665374757068,18.877551730838604,52.972935882051864,55.121907069823465,18.14160745079611,1.9248120300751879
CodeLlama-34b-Instruct-AWQ,humaneval,1751917760.7833796,batch_0_mns128_max-toks128_n128,16.922863483428955,4956.397000014782,17024,16384,7.209437370300293,16.922359466552734,128,128,128,0.30251446533293347,1.0328588541597128,968.1576652818469,1673.5598552634685,0.5975286732977769,0.9624060150375939
CodeLlama-34b-Instruct-AWQ,humaneval,1751917786.391893,batch_0_mns64_max-toks128_n128,17.976558923721313,5259.152000010014,17024,16384,3.798082590103149,17.976176977157593,64,128,128,0.3209931640631112,1.0971787705784664,911.4091339461067,1566.0292279525213,0.6385576859937878,0.9624060150375939
CodeLlama-34b-Instruct-AWQ,humaneval,1751917813.2343247,batch_0_mns32_max-toks128_n128,21.11069893836975,6240.448000013828,17024,16384,1.917229413986206,21.110355615615845,32,128,128,0.380886718750844,1.288473853492178,776.0993630685178,1209.3635254469325,0.8268812304641319,0.9624060150375939
CodeLlama-34b-Instruct-AWQ,humaneval,1751917843.0168636,batch_0_mns16_max-toks128_n128,28.93762731552124,8569.684000015259,17024,16384,1.014115810394287,28.937294244766235,16,128,128,0.5230520019540563,1.766192275681533,566.1832541195295,780.6114541983717,1.2810470492351713,0.9624060150375939
CodeLlama-34b-Instruct-AWQ,humaneval,1751917880.7204757,batch_0_mns8_max-toks128_n128,47.95345640182495,14220.674999952316,17024,16384,0.5413744449615479,47.95312023162842,8,128,128,0.8679611206025584,2.9268261860124767,341.66463127726655,413.7285256008255,2.417043878102866,0.9624060150375939
CodeLlama-34b-Instruct-AWQ,humaneval,1751917937.426191,batch_0_mns1_max-toks128_n128,312.05285930633545,92917.16600000858,17024,16384,0.1862456798553466,312.05248069763184,1,128,128,5.671213745117711,19.046171917580068,52.50392525298474,56.40264924219989,17.72966364941259,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,1751906786.4565868,batch_0_mns128_max-toks512_n128,87.35660147666931,19386.84399998188,17024,65536,5.223912715911865,87.3561360836029,128,512,128,0.29581976318331726,1.3329488538147416,750.2123353265176,796.3698861792479,1.2556979079127546,3.8496240601503757
CodeLlama-34b-Instruct-hf,humaneval,1751906883.048843,batch_0_mns64_max-toks512_n128,90.50049638748168,19778.188000023365,17024,65536,2.775319099426269,90.50002145767212,64,512,128,0.30179119873082527,1.3809207375743426,724.1507242060294,769.9600846273704,1.2987686244592271,3.8496240601503757
CodeLlama-34b-Instruct-hf,humaneval,1751906982.5634663,batch_0_mns32_max-toks512_n128,118.53330302238464,24137.604000031948,17024,65536,1.4831607341766355,118.53288722038268,32,512,128,0.36831060791064374,1.8086683230649212,552.8910300223704,580.8846941947845,1.7215120487658713,3.8496240601503757
CodeLlama-34b-Instruct-hf,humaneval,1751907109.850004,batch_0_mns16_max-toks512_n128,216.90923500061035,45663.939999997616,17024,65536,0.8320348262786865,216.9088377952576,16,512,128,0.6967764282226199,3.3097662017098632,302.1355914136878,311.091939551878,3.2144837999997073,3.8496240601503757
CodeLlama-34b-Instruct-hf,humaneval,1751907335.4599428,batch_0_mns8_max-toks512_n128,415.199823141098,86608.78500002623,17024,65536,0.516406774520874,415.19941759109497,8,512,128,1.3215451812748142,6.33544033189537,157.842071088091,160.73237235661654,6.221522057680469,3.8496240601503757
CodeLlama-34b-Instruct-hf,humaneval,1751907759.958928,batch_0_mns1_max-toks512_n128,3141.8478786945343,652875.2300000191,17024,65536,0.1459593772888183,3141.847387075424,1,512,128,9.962085418701463,47.94078654595069,20.8590620966763,20.942857120276134,47.748976859123744,3.8496240601503757
CodeLlama-34b-Instruct-hf,humaneval,1751910910.6747909,batch_0_mns128_max-toks256_n128,37.2283091545105,8381.191999971867,17024,32768,5.3107521533966064,37.2279007434845,128,256,128,0.25577368163976644,1.1361053693690337,880.1903912423566,1022.6346583750409,0.9778663296909893,1.9248120300751879
CodeLlama-34b-Instruct-hf,humaneval,1751910956.6180546,batch_0_mns64_max-toks256_n128,36.194467306137085,7857.584999978542,17024,32768,2.825740098953247,36.193970680236816,64,256,128,0.2397944641106733,1.1045523278880864,905.3317382141414,1068.6577538843383,0.9357532815021627,1.9248120300751879
CodeLlama-34b-Instruct-hf,humaneval,1751911001.5318573,batch_0_mns32_max-toks256_n128,61.53626537322998,12529.805999994278,17024,32768,1.5354084968566897,61.53585076332092,32,256,128,0.3823793334959191,1.8779251331579871,532.4990036567121,589.2267749319318,1.6971394419670105,1.9248120300751879
CodeLlama-34b-Instruct-hf,humaneval,1751911071.813192,batch_0_mns16_max-toks256_n128,109.93601441383362,23108.24500000477,17024,32768,0.8494923114776611,109.93565058708192,16,256,128,0.7052076721192861,3.3549698055139747,298.06428925693973,316.46282696825045,3.15992879663028,1.9248120300751879
CodeLlama-34b-Instruct-hf,humaneval,1751911190.4693267,batch_0_mns8_max-toks256_n128,209.3443613052368,43530.48199999333,17024,32768,0.4996280670166015,209.34397530555725,8,256,128,1.3284448852537027,6.388671121385414,156.5267857977902,162.10553456820114,6.16882084047093,1.9248120300751879
CodeLlama-34b-Instruct-hf,humaneval,1751911408.8034708,batch_0_mns1_max-toks256_n128,1573.6495406627655,327673.5609999895,17024,32768,0.1963303089141845,1573.649097442627,1,256,128,9.999803497314133,48.023959272541106,20.822933666792974,21.07820084611381,47.44237932358302,1.9248120300751879
CodeLlama-34b-Instruct-hf,humaneval,1751912991.4372413,batch_0_mns128_max-toks128_n128,17.399502515792847,4023.0439999699593,17024,16384,5.31215500831604,17.39915442466736,128,128,128,0.24554711913879146,1.061960108927451,941.6361177642226,1344.8773595650007,0.7435622236390752,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,1751913017.5508766,batch_0_mns64_max-toks128_n128,20.68166923522949,4584.532000005245,17024,16384,2.8410511016845703,20.681248903274536,64,128,128,0.27981762695344514,1.2622832582565024,792.1991118633321,1083.764615703299,0.9227095861134564,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,1751913048.2358744,batch_0_mns32_max-toks128_n128,33.48871469497681,6896.360000014305,17024,16384,1.4840164184570312,33.48829936981201,32,128,128,0.4209204101571231,2.0439635845832527,489.2394392925908,589.9977162821015,1.694921814785229,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,1751913090.4265578,batch_0_mns16_max-toks128_n128,57.39080619812012,12107.06500005722,17024,16384,0.8624119758605957,57.39044165611267,16,128,128,0.7389566040073987,3.5028345737373456,285.48126582227155,321.955114316046,3.1060230309568992,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,1751913156.695981,batch_0_mns8_max-toks128_n128,107.26156163215636,22226.558000028133,17024,16384,0.5081789493560791,107.26120376586914,8,128,128,1.3566014404314046,6.546704331412911,152.7481024021207,163.98552875561424,6.098099067572533,0.9624060150375939
CodeLlama-34b-Instruct-hf,humaneval,1751913272.7193856,batch_0_mns1_max-toks128_n128,789.5102486610413,164198.6209999919,17024,16384,0.1994307041168213,789.5098173618317,1,128,128,10.021888488769036,48.18785506358836,20.75210553350791,21.277957072129563,46.996993020059556,0.9624060150375939
CodeLlama-7b-Instruct-hf,humaneval,1751906847.3832958,batch_0_mns128_max-toks512_n128,21.77927565574646,5853.5180000001565,17024,65536,1.147348403930664,21.77858710289001,128,512,128,0.08931759643554926,0.33231486668228166,3009.099156275582,3170.2321940982756,0.31543430852213483,3.8496240601503757
CodeLlama-7b-Instruct-hf,humaneval,1751906878.761964,batch_0_mns64_max-toks512_n128,29.11229133605957,7744.915999999735,17024,65536,0.6547296047210693,29.111774682998657,64,512,128,0.1181780395507772,0.4442104291229043,2251.1453751091267,2352.5660875886356,0.42506776123130857,3.8496240601503757
CodeLlama-7b-Instruct-hf,humaneval,1751906917.570702,batch_0_mns32_max-toks512_n128,40.678157329559326,11151.435999999754,17024,65536,0.4023988246917724,40.67758440971375,32,512,128,0.170157409667965,0.6206906800798607,1611.0857595896407,1674.1849865999188,0.5973055594238049,3.8496240601503757
CodeLlama-7b-Instruct-hf,humaneval,1751906967.3878393,batch_0_mns16_max-toks512_n128,64.12506365776062,18117.32899999991,17024,65536,0.2531907558441162,64.12449169158936,16,512,128,0.2764485015869127,0.9784620924619958,1022.0028840792991,1053.2767636647563,0.9494180774677056,3.8496240601503757
