start_time,window_name,elapsed_time,gpu0_energy,num_in_tokens,num_out_tokens,first_token_time,finished_time
1752827624.2593362,batch_0_mns256_max-toks512_n128,20.80357313156128,5636.880999982357,17280,65536,1.0704569816589355,20.80293035507202
1752827668.0613246,batch_0_mns128_max-toks512_n128,20.813963413238525,5661.0139999985695,17280,65536,1.073498010635376,20.813426971435547
1752827711.930743,batch_0_mns64_max-toks512_n128,26.76473617553711,7186.726000010967,17280,65536,0.6067290306091309,26.764390468597412
1752827761.432547,batch_0_mns32_max-toks512_n128,37.74991154670715,10107.254999995232,17280,65536,0.34888172149658203,37.74953007698059
1752827821.9187772,batch_0_mns16_max-toks512_n128,61.203065633773804,15987.754999995232,17280,65536,0.2136685848236084,61.20268535614014
1752827905.8090844,batch_0_mns8_max-toks512_n128,109.6679801940918,28211.75199997425,17280,65536,0.15062451362609863,109.66758441925049
1752828038.206621,batch_0_mns1_max-toks512_n128,792.833395242691,198537.22199994326,17280,65536,0.09714317321777344,792.8329558372498
1752828853.184649,batch_0_mns256_max-toks256_n128,9.451099634170532,2599.4430000185966,17280,32768,1.0866045951843262,9.450706243515015
1752828884.675015,batch_0_mns128_max-toks256_n128,9.06991457939148,2536.4549999833107,17280,32768,1.0759458541870117,9.069421529769897
1752828915.674786,batch_0_mns64_max-toks256_n128,12.137974262237549,3273.397000014782,17280,32768,0.6117310523986816,12.137718439102173
1752828949.7307441,batch_0_mns32_max-toks256_n128,17.921696662902832,4635.5830000042915,17280,32768,0.3475162982940674,17.92132306098938
1752828989.586606,batch_0_mns16_max-toks256_n128,29.426433086395264,7411.087000012398,17280,32768,0.21455073356628418,29.426072359085083
1752829040.9632463,batch_0_mns8_max-toks256_n128,52.98684239387512,13111.231999993324,17280,32768,0.15020251274108887,52.98645639419556
1752829115.9942787,batch_0_mns1_max-toks256_n128,402.7511429786682,98110.42399996519,17280,32768,0.09337544441223145,402.75068855285645
1752829540.847827,batch_0_mns256_max-toks128_n128,5.101846694946289,1370.2289999723434,17280,16384,1.0818500518798828,5.1014721393585205
1752829567.9298608,batch_0_mns128_max-toks128_n128,4.744898557662964,1316.0309999585152,17280,16384,1.0750272274017334,4.744483470916748
1752829594.6016133,batch_0_mns64_max-toks128_n128,6.1053009033203125,1638.4750000238419,17280,16384,0.6086738109588623,6.104959487915039
1752829622.6451054,batch_0_mns32_max-toks128_n128,9.162180423736572,2328.451000034809,17280,16384,0.349334716796875,9.161933422088623
1752829653.7198374,batch_0_mns16_max-toks128_n128,14.87547779083252,3671.6050000190735,17280,16384,0.21026110649108887,14.875086069107056
1752829690.9237618,batch_0_mns8_max-toks128_n128,26.583558797836304,6428.112999975681,17280,16384,0.14837884902954102,26.583171606063843
1752829739.4455054,batch_0_mns1_max-toks128_n128,200.3257873058319,48275.23900002241,17280,16384,0.09353184700012207,200.32536268234253
1752829961.7614717,batch_0_mns256_max-toks512_n256,42.42802286148071,11714.75,34560,131072,1.1505177021026611,42.42772054672241
1752830026.215355,batch_0_mns128_max-toks512_n256,40.2658634185791,11366.452000021935,34560,131072,1.1530208587646484,40.26525950431824
1752830088.5030057,batch_0_mns64_max-toks512_n256,52.14380192756653,14602.480000019073,34560,131072,0.6872618198394775,52.14346194267273
1752830162.9107437,batch_0_mns32_max-toks512_n256,77.94916725158691,20939.094999969006,34560,131072,0.42281389236450195,77.94872498512268
1752830262.8632627,batch_0_mns16_max-toks512_n256,123.3863754272461,32774.48000001907,34560,131072,0.285167932510376,123.38605856895447
1752830408.2606852,batch_0_mns8_max-toks512_n256,217.2591474056244,56098.47200000286,34560,131072,0.22496294975280762,217.258647441864
1752830647.5428054,batch_0_mns1_max-toks512_n256,1547.452909708023,396745.51700001955,34560,131072,0.16873717308044434,1547.452561378479
1752832217.1986053,batch_0_mns256_max-toks256_n256,16.77245020866394,4549.658999979496,34560,65536,1.1543431282043457,16.771681308746338
1752832255.9695034,batch_0_mns128_max-toks256_n256,18.778998374938965,5191.416000008583,34560,65536,1.1420085430145264,18.77854633331299
1752832296.750907,batch_0_mns64_max-toks256_n256,23.972354650497437,6611.259999990463,34560,65536,0.6835319995880127,23.971951961517334
1752832342.7350066,batch_0_mns32_max-toks256_n256,36.78323531150818,9500.847999989986,34560,65536,0.4227733612060547,36.78288006782532
1752832401.5421124,batch_0_mns16_max-toks256_n256,60.89502501487732,15400.060000002384,34560,65536,0.2803614139556885,60.89473557472229
1752832484.4099162,batch_0_mns8_max-toks256_n256,106.119633436203,26986.01700001955,34560,65536,0.21823430061340332,106.11927247047424
1752832612.5264614,batch_0_mns1_max-toks256_n256,764.4346251487732,198788.0489999652,34560,65536,0.15943455696105957,764.43425989151
1752833399.1701815,batch_0_mns256_max-toks128_n256,8.849420070648193,2388.4699999690056,34560,32768,1.149146556854248,8.84851861000061
1752833430.0958405,batch_0_mns128_max-toks128_n256,10.095486879348755,2714.341000020504,34560,32768,1.1430623531341553,10.095029592514038
1752833462.2080796,batch_0_mns64_max-toks128_n256,12.524035692214966,3318.309000015259,34560,32768,0.678572416305542,12.52371883392334
1752833496.7722414,batch_0_mns32_max-toks128_n256,18.6885826587677,4689.939999997616,34560,32768,0.41437768936157227,18.688225269317627
1752833537.5120711,batch_0_mns16_max-toks128_n256,30.08150362968445,7478.995999991894,34560,32768,0.2740654945373535,30.08116579055786
1752833589.707547,batch_0_mns8_max-toks128_n256,52.915210485458374,13085.181999981403,34560,32768,0.21179437637329102,52.91489601135254
1752833664.722193,batch_0_mns1_max-toks128_n256,382.87275218963623,97023.92500001192,34560,32768,0.15813565254211426,382.87241196632385
1753288524.3898778,batch_0_mns256_max-toks512_n128,19.96538472175598,5650.100000023842,17280,65536,1.0924451351165771,19.964951515197754
1753288567.8359404,batch_0_mns128_max-toks512_n128,20.58203101158142,5740.976000070572,17280,65536,1.092536211013794,20.5816171169281
1753288611.459273,batch_0_mns64_max-toks512_n128,26.3177387714386,7464.009999990463,17280,65536,0.6264758110046387,26.31744360923767
1753288662.5613945,batch_0_mns32_max-toks512_n128,38.67473864555359,11042.984999895096,17280,65536,0.3587300777435303,38.67432880401611
1753288723.9539173,batch_0_mns16_max-toks512_n128,61.43949270248413,17757.460000038147,17280,65536,0.21796488761901855,61.43910551071167
1753288808.3805401,batch_0_mns8_max-toks512_n128,108.70979046821594,30638.523000001907,17280,65536,0.154449462890625,108.70939493179321
1753288939.797093,batch_0_mns1_max-toks512_n128,779.4669344425201,214086.3679999113,17280,65536,0.09444141387939453,779.4664921760559
1753289742.1150236,batch_0_mns256_max-toks256_n128,9.609261989593506,2655.482999920845,17280,32768,1.1146721839904785,9.608822107315063
1753289774.6010933,batch_0_mns128_max-toks256_n128,9.308937549591064,2639.8560000658035,17280,32768,1.1085920333862305,9.308445692062378
1753289806.6100633,batch_0_mns64_max-toks256_n128,12.29720687866211,3471.435000061989,17280,32768,0.6292505264282227,12.296923398971558
1753289841.6334014,batch_0_mns32_max-toks256_n128,18.063852548599243,5141.974000096321,17280,32768,0.3610377311706543,18.063426733016968
1753289882.3780966,batch_0_mns16_max-toks256_n128,29.571027517318726,8501.672999978065,17280,32768,0.21837902069091797,29.570626974105835
1753289934.6632466,batch_0_mns8_max-toks256_n128,53.17039179801941,14900.003999948502,17280,32768,0.1546158790588379,53.17000484466553
1753290010.60125,batch_0_mns1_max-toks256_n128,386.73002314567566,106526.97300004959,17280,32768,0.09020233154296875,386.72958636283875
1753290420.2516253,batch_0_mns256_max-toks128_n128,5.084850072860718,1373.0360000133514,17280,16384,1.1082146167755127,5.084496974945068
1753290448.0294635,batch_0_mns128_max-toks128_n128,4.838025808334351,1369.3719999790192,17280,16384,1.106485366821289,4.837649583816528
