model,task,start_time,window_name,elapsed_time,gpu0_energy,num_in_tokens,num_out_tokens,first_token_time,finished_time,mns,max_tokens,n_samples,energy_per_token,time_per_token_ms,token_per_second
Codestral-22B-v0.1,humaneval,1752666786.3006582,batch_0_mns128_max-toks128_n128,10.3200044631958,2882.979999959469,17152,16384,3.2586686611175537,10.319427728652954,128,128,128,0.17596313476315117,0.6298478838289157,1587.5962126208576
Codestral-22B-v0.1,humaneval,1752666822.2676451,batch_0_mns64_max-toks128_n128,15.362054347991943,4076.0680000185966,17152,16384,1.7535781860351562,15.36161208152771,64,128,128,0.24878344726676005,0.9375983936479315,1066.5240226898195
Codestral-22B-v0.1,humaneval,1752666864.9858668,batch_0_mns32_max-toks128_n128,23.111125707626343,6044.305999994278,17152,16384,0.909287691116333,23.110727071762085,32,128,128,0.36891516113246325,1.4105668378761038,708.9226291817328
Codestral-22B-v0.1,humaneval,1752666918.6535103,batch_0_mns128_max-toks256_n128,17.6930890083313,4862.34399998188,17152,32768,3.261927843093872,17.692497968673706,128,256,128,0.14838696289007203,0.5399321889854036,1852.0225600272652
Codestral-22B-v0.1,humaneval,1752666969.7837164,batch_0_mns64_max-toks256_n128,27.46136164665222,7282.25100004673,17152,32768,1.754103183746338,27.460896968841556,64,256,128,0.22223666381978546,0.8380400686291979,1193.2401758379197
Codestral-22B-v0.1,humaneval,1752667024.0358028,batch_0_mns32_max-toks256_n128,43.39139342308045,11360.18599998951,17152,32768,0.9063541889190674,43.39094018936157,32,256,128,0.3466853637692111,1.324186407146044,755.1727984510926
Codestral-22B-v0.1,humaneval,1752667098.7728004,batch_0_mns128_max-toks512_n128,33.779932498931885,9278.449000000954,17152,65536,3.2713072299957275,33.77930045127869,128,512,128,0.14157789611817861,0.5154312202648725,1940.0867660724969
Codestral-22B-v0.1,humaneval,1752667158.1026993,batch_0_mns64_max-toks512_n128,52.75564742088318,14417.054000020027,17152,65536,1.7559690475463867,52.75522422790527,64,512,128,0.21998678588897747,0.804980838438496,1242.2556295661677
Codestral-22B-v0.1,humaneval,1752667236.9116733,batch_0_mns32_max-toks512_n128,85.30896735191345,23092.47099995613,17152,65536,0.909407377243042,85.30853652954102,32,512,128,0.35236314392022905,1.3017049641348422,768.2193564675713
Codestral-22B-v0.1,humaneval,1752672415.6596577,batch_0_mns128_max-toks128_n128,10.339652061462402,2894.996999979019,17152,16384,3.265467643737793,10.33906388282776,128,128,128,0.17669659423700068,0.6310463795671241,1584.579432906247
Codestral-22B-v0.1,humaneval,1752672448.9742773,batch_0_mns64_max-toks128_n128,15.379569053649902,4066.104000031948,17152,16384,1.75603985786438,15.379090547561646,64,128,128,0.24817529297069996,0.9386651945533231,1065.309433758921
Codestral-22B-v0.1,humaneval,1752672487.404534,batch_0_mns32_max-toks128_n128,23.15013337135315,6028.805000007153,17152,16384,0.9050981998443604,23.149717807769772,32,128,128,0.3679690551762178,1.4129466435406355,707.7281040753821
Codestral-22B-v0.1,humaneval,1752672533.2422483,batch_0_mns128_max-toks256_n128,17.81080389022827,4888.993000030518,17152,32768,3.258723258972168,17.81019425392151,128,256,128,0.14920022583100945,0.5435239945654757,1839.7822019688765
Codestral-22B-v0.1,humaneval,1752672573.7197587,batch_0_mns64_max-toks256_n128,27.658671140670776,7335.651000022888,17152,32768,1.74527907371521,27.658202409744263,64,256,128,0.22386630249093287,0.8440613528364338,1184.727922514549
Codestral-22B-v0.1,humaneval,1752672624.048865,batch_0_mns32_max-toks256_n128,43.75405168533325,11494.018000006676,17152,32768,0.906163215637207,43.75362825393677,32,256,128,0.35076959228536,1.3352547684917226,748.9135003006847
Codestral-22B-v0.1,humaneval,1752672690.4894283,batch_0_mns128_max-toks512_n128,33.240827798843384,9338.884999990463,17152,65536,3.278810977935791,33.2402720451355,128,512,128,0.1425000762937998,0.507206299516838,1971.5513824321886
