1751030752.7613657,59.586
1751030752.8614495,62.111
1751030752.961524,59.563
1751030753.061665,59.683
1751030753.1618004,60.244
1751030753.261934,59.677
1751030753.36207,59.547
1751030753.4622064,59.368
1751030753.56234,59.563
1751030753.6624842,59.78
1751030753.762553,59.758
1751030753.8626173,59.547
1751030753.9626791,59.58
1751030754.0627415,59.546
1751030754.1628034,59.563
1751030754.2628665,59.45
1751030754.3629286,59.563
1751030754.462991,59.699
1751030754.563054,59.586
1751030754.6631155,59.644
1751030754.763176,59.466
1751030754.8632374,59.585
1751030754.9632988,60.548
1751030755.063363,59.352
1751030755.163427,59.624
1751030755.2634892,59.527
1751030755.3635545,59.624
1751030755.4636202,59.396
1751030755.5636854,59.504
1751030755.6637495,59.689
1751030755.7638128,59.618
1751030755.8638768,59.527
1751030755.963941,59.429
1751030756.064006,59.332
1751030756.16407,59.488
1751030756.2641335,59.624
1751030756.364196,59.527
1751030756.464261,59.43
1751030756.564324,59.407
1751030756.6643887,59.407
1751030756.7644563,59.527
1751030756.864526,59.43
1751030756.9645946,59.2
1751030757.0646605,59.32
1751030757.1647236,59.413
1751030757.26479,59.488
1751030757.3648555,59.429
1751030757.4649217,58.93
1751030757.5649872,58.782
1751030757.6650527,58.908
1751030757.765118,58.924
1751030757.8651843,58.833
1751030757.9652596,58.713
1751030758.065325,58.795
1751030758.1653893,58.892
1751030758.2654538,58.811
1751030758.365518,58.908
1751030758.465584,58.795
1751030758.5656486,58.81
1751030758.6657176,59.488
1751030758.7657855,58.93
1751030758.8658528,58.892
1751030758.9659204,58.798
1751030759.0659912,58.81
1751030759.1660597,58.604
1751030759.2661304,58.811
1751030759.3661973,58.795
1751030759.4662647,58.795
1751030759.5663335,58.685
1751030759.666401,58.795
1751030759.766469,58.685
1751030759.8665369,58.587
1751030759.9666064,58.798
1751030760.0666752,58.908
1751030760.1667418,59.005
1751030760.2668104,58.697
1751030760.3668733,58.697
1751030760.4669359,345.672
1751030760.566998,307.64
1751030760.6670613,276.483
1751030760.7671266,317.926
1751030760.8671622,277.183
1751030760.9672258,316.563
1751030761.0672922,276.319
1751030761.1673598,316.565
1751030761.267427,276.882
1751030761.3674905,317.429
1751030761.4675553,277.796
1751030761.5676198,319.564
1751030761.667685,279.231
1751030761.7677484,318.022
1751030761.8678143,280.695
1751030761.9678776,316.368
1751030762.0679364,287.795
1751030762.1679933,314.134
1751030762.2680461,289.647
1751030762.3681016,311.904
1751030762.4681566,286.734
1751030762.5682123,306.968
1751030762.6682668,281.573
1751030762.768321,307.531
1751030762.868375,288.081
1751030762.968438,300.746
1751030763.0684938,288.878
1751030763.1685493,298.523
1751030763.2686064,294.806
1751030763.3686614,292.692
1751030763.468717,292.692
1751030763.5687847,292.856
1751030763.6688476,58.694
