1751030845.4041264,62.86
1751030845.5041995,62.86
1751030845.6042888,64.255
1751030845.7043514,63.206
1751030845.8044271,63.826
1751030845.904504,63.571
1751030846.0045695,63.849
1751030846.104632,63.732
1751030846.2051816,63.567
1751030846.3052588,63.461
1751030846.405336,63.952
1751030846.5054133,63.684
1751030846.6055434,62.901
1751030846.7056563,63.475
1751030846.805785,63.28
1751030846.9059129,63.766
1751030847.00604,63.613
1751030847.10611,63.51
1751030847.206249,63.497
1751030847.306379,63.435
1751030847.4065084,63.516
1751030847.5066385,62.785
1751030847.6067662,63.144
1751030847.7068956,63.265
1751030847.8070242,63.338
1751030847.907153,63.151
1751030848.0072825,62.563
1751030848.1073537,63.128
1751030848.207424,63.282
1751030848.3075554,62.375
1751030848.407687,63.147
1751030848.507815,63.186
1751030848.6079447,63.163
1751030848.7080097,62.77
1751030848.8080695,63.137
1751030848.908127,63.031
1751030849.008184,63.038
1751030849.1082284,63.219
1751030849.2082865,62.509
1751030849.3083448,62.938
1751030849.4084027,63.081
1751030849.5084608,63.106
1751030849.608522,63.038
1751030849.7085814,62.957
1751030849.80864,62.964
1751030849.9086978,62.957
1751030850.0087554,62.879
1751030850.1088133,62.913
1751030850.208871,62.964
1751030850.3089285,63.04
1751030850.4089863,62.285
1751030850.5090442,63.102
1751030850.609102,63.031
1751030850.7091596,62.466
1751030850.8092184,63.116
1751030850.9092789,63.341
1751030851.0093353,62.848
1751030851.1093936,63.035
1751030851.2094517,62.847
1751030851.30951,63.11
1751030851.4095685,62.922
1751030851.5096266,62.182
1751030851.609685,62.707
1751030851.7097428,63.24
1751030851.8098009,62.548
1751030851.9098594,62.166
1751030852.0099177,63.025
1751030852.1099758,63.183
1751030852.210034,62.237
1751030852.310092,62.9
1751030852.41015,62.976
1751030852.510208,62.534
1751030852.6102655,62.259
1751030852.7103236,63.05
1751030852.8103812,62.922
1751030852.9104385,62.42
1751030853.0104976,62.611
1751030853.1105576,63.053
1751030853.2106159,62.786
1751030853.3106756,63.2
1751030853.4107354,62.763
1751030853.5107944,62.673
1751030853.6108532,62.881
1751030853.7109115,62.722
1751030853.8109698,62.416
1751030853.911028,62.491
1751030854.0110886,62.959
1751030854.1111524,62.708
1751030854.2112153,62.451
1751030854.3112788,62.673
1751030854.4113402,63.145
1751030854.511401,62.867
1751030854.6114607,62.976
1751030854.7115195,62.63
1751030854.8115807,62.935
1751030854.9116445,63.104
1751030855.011709,62.131
1751030855.111773,63.116
1751030855.2118347,62.569
1751030855.311894,62.513
1751030855.4119544,62.819
1751030855.5120184,62.776
1751030855.6120532,63.144
1751030855.712113,62.709
1751030855.8121738,62.729
1751030855.9122353,63.074
1751030856.0122962,63.044
1751030856.1123571,62.935
1751030856.2124188,62.009
1751030856.3124804,63.009
1751030856.412542,62.666
1751030856.5126038,63.077
1751030856.612666,62.376
1751030856.7127278,62.985
1751030856.8127892,62.922
1751030856.91285,62.245
1751030857.0129097,281.587
1751030857.1129675,292.616
1751030857.2130265,319.72
1751030857.3130846,288.18
1751030857.413142,305.374
1751030857.5131986,297.077
1751030857.613253,296.682
1751030857.7133074,303.542
1751030857.8133614,266.113
1751030857.9134157,302.872
1751030858.0134778,293.099
1751030858.1135406,141.202
1751030858.2136028,277.971
1751030858.3136613,305.024
1751030858.4137216,301.62
1751030858.5137763,308.935
1751030858.6138306,294.579
1751030858.7138932,296.591
1751030858.8139555,202.501
1751030858.9140153,265.125
1751030859.0140781,303.378
1751030859.1141448,63.703
1751030859.2142124,64.181
1751030859.314281,64.208
1751030859.414342,291.28
1751030859.5143971,391.961
1751030859.614459,305.669
1751030859.7145169,276.206
1751030859.814572,348.582
1751030859.9146338,304.92
1751030860.0146966,208.848
1751030860.1147542,278.989
1751030860.2148082,345.216
1751030860.3148782,291.458
1751030860.4149408,248.413
1751030860.5150006,301.611
1751030860.615064,273.099
1751030860.7151215,239.851
1751030860.8151836,311.38
1751030860.9152465,250.873
1751030861.0153098,259.176
1751030861.1153674,217.06
1751030861.2154298,343.889
1751030861.3154879,276.54
1751030861.4155505,319.665
1751030861.5156128,211.457
1751030861.6156697,259.674
1751030861.7157326,236.575
1751030861.815796,307.862
1751030861.9158587,283.514
1751030862.0159209,304.815
1751030862.1159787,271.473
1751030862.216045,229.542
1751030862.3161018,282.524
1751030862.4161615,296.791
1751030862.5162196,206.604
1751030862.616274,304.109
1751030862.7163353,293.517
1751030862.8163927,278.529
1751030862.916454,233.32
1751030863.016514,284.5
1751030863.1165714,359.292
1751030863.2166326,291.751
1751030863.316692,285.557
1751030863.4167492,311.953
1751030863.5168061,256.472
1751030863.616869,269.363
1751030863.7169237,302.888
1751030863.816981,221.543
1751030863.9170444,287.679
1751030864.017103,257.403
1751030864.1171606,377.123
1751030864.2172182,262.588
1751030864.3172812,230.471
1751030864.4173439,268.286
1751030864.5174072,257.999
1751030864.61747,302.321
1751030864.7175324,312.863
1751030864.8175895,311.999
1751030864.9176521,298.626
1751030865.0177152,275.493
1751030865.1177738,303.553
1751030865.217837,337.223
